6,6,5,6,6,-9999,6,6,4,7,5,7,6,5,5,5,5,4,5,-9999,-9999,1,5,5,5,4,3,-9999,5,5,5,6,5,6,7,-9999,-9999,5,4,5,7,4,5,4,-9999,-9999,5,4,4,4,5,-9999,2,6,5,5,1,5,9,52,0,0.273173753862473,14.7066782526287
6,6,6,5,5,4,5,2,5,3,4,5,3,2,2,2,3,3,3,-9999,-9999,-9999,4,4,5,4,4,4,4,5,-9999,-9999,2,6,-9999,-9999,-9999,4,4,4,5,4,4,4,7,7,7,5,5,5,3,6,5,5,4,4,5,5,7,47,1,0.0441551477374107,12.2575382750672
3,3,4,4,4,4,3,5,4,2,5,5,4,5,6,2,2,5,5,4,2,3,4,5,5,7,7,7,4,4,4,5,2,6,4,6,4,3,3,4,4,5,5,5,4,3,3,5,3,4,2,5,3,6,6,6,5,6,5,46,1,0.178484485240193,10.5938007210749
7,6,4,5,6,5,6,6,4,-9999,-9999,-9999,-9999,-9999,-9999,7,7,5,3,3,-9999,-9999,6,6,-9999,2,2,2,7,5,4,5,3,3,3,4,6,6,5,5,6,4,6,6,7,5,7,5,6,6,4,4,5,3,5,7,2,3,2,11,1,-9999,-9999
5,6,5,5,4,3,3,3,4,3,6,4,4,3,5,2,2,3,3,6,-9999,-9999,6,6,-9999,6,4,3,6,-9999,-9999,-9999,6,6,-9999,-9999,-9999,6,6,4,4,4,6,6,-9999,5,-9999,-9999,-9999,-9999,-9999,-9999,2,2,4,2,1,3,9,52,0,0.0982608863971135,16.0480137188029
4,1,6,1,4,2,1,4,4,6,1,5,2,3,1,1,1,3,5,5,4,4,-9999,-9999,5,4,2,2,2,6,5,-9999,-9999,4,4,-9999,-9999,2,7,4,5,5,5,4,5,-9999,7,-9999,5,-9999,-9999,-9999,2,1,6,-9999,2,5,3,41,0,0.0300076714242531,8.74873339199769
7,2,6,2,6,3,3,3,6,5,2,5,2,4,6,4,3,3,4,-9999,-9999,-9999,5,5,6,5,3,2,5,7,5,5,3,5,4,6,4,2,5,4,6,6,5,4,3,2,6,3,7,6,2,6,4,4,4,3,3,4,3,40,0,0.198676544015636,8.99902657241555
7,2,7,3,4,5,5,5,5,5,2,5,2,4,6,4,3,3,4,-9999,3,1,6,6,6,5,3,2,5,7,6,6,2,4,3,5,5,2,5,4,6,6,5,4,4,4,6,4,7,7,2,6,5,5,5,3,4,4,3,40,1,0.198676544015636,8.99902657241555
5,5,5,4,5,4,4,3,5,4,5,4,5,5,5,4,4,4,4,2,2,2,3,3,-9999,3,4,3,5,5,5,4,5,-9999,-9999,-9999,-9999,6,4,4,4,4,4,4,5,6,5,5,4,4,4,4,5,2,4,4,4,4,8,52,0,0.0531499594056711,12.4813717393891
4,6,6,2,3,1,5,2,5,5,3,5,5,4,3,3,3,4,4,-9999,4,1,6,7,7,4,4,3,6,7,5,6,2,7,2,7,-9999,4,5,5,5,4,5,4,1,1,4,3,1,1,1,1,1,1,5,7,1,2,3,35,0,0.00131089398506264,9.42181611842271
6,6,6,6,6,5,5,5,5,3,3,5,3,3,3,3,3,3,3,5,5,5,5,5,6,2,2,2,2,6,6,6,5,6,5,5,5,4,4,2,4,4,6,4,6,6,5,4,6,2,5,6,-9999,2,6,4,1,3,5,52,0,0.072168704019709,12.3212540777269
4,4,4,6,4,3,4,3,5,4,4,4,3,3,4,3,3,3,3,5,4,4,4,4,4,4,3,3,3,4,4,4,4,5,5,5,4,4,4,4,4,5,4,3,6,5,5,4,4,4,4,4,3,3,3,4,4,4,6,34,0,0.025640667402207,10.830894272255
4,2,4,3,4,5,1,2,6,4,2,6,3,3,3,2,2,2,6,6,3,3,4,5,4,6,2,2,6,4,4,5,2,3,4,4,3,3,2,5,6,6,6,5,4,-9999,4,2,2,2,1,4,2,2,4,2,5,2,3,34,0,0.0512474844226504,8.6633174598983
5,5,3,4,4,4,3,3,3,5,5,3,4,3,5,5,4,4,4,6,5,4,6,5,5,3,2,2,3,6,5,6,4,3,4,6,5,4,3,4,6,4,5,5,4,3,4,3,4,3,5,6,3,3,4,3,2,2,7,31,0,0.117765821538852,12.2284635869162
6,5,5,5,5,5,5,4,5,5,3,5,6,6,6,4,3,5,2,5,4,4,4,4,5,4,4,4,4,5,5,5,5,5,5,-9999,-9999,3,5,4,7,4,7,7,5,5,5,4,4,4,3,5,5,5,4,4,4,4,5,35,1,0.0493246579591105,9.97796866934844
6,6,6,6,6,6,4,6,3,5,5,4,3,6,5,5,4,6,5,3,5,4,3,3,4,4,3,3,3,6,5,-9999,4,4,4,5,4,3,3,5,5,4,4,5,6,5,6,5,6,4,2,5,6,6,4,4,5,5,3,33,1,-0.0131191028283065,8.70538084232098
6,6,6,6,6,4,4,6,4,5,5,4,6,6,7,7,5,5,6,5,5,4,4,5,5,6,7,6,6,6,7,6,4,4,5,-9999,-9999,4,5,4,6,4,5,5,6,4,6,4,3,4,2,3,6,2,6,3,3,5,6,32,1,0.0640201835949772,11.6683962254884
5,3,5,5,6,5,0,3,0,5,2,7,4,7,7,4,5,3,3,5,5,-9999,5,5,5,5,5,5,5,6,7,7,5,4,6,5,4,6,5,6,6,6,5,6,6,6,6,3,5,5,5,4,4,2,4,4,3,5,4,33,0,0.138966736810592,10.3291571679602
4,1,5,4,6,4,5,5,5,4,5,5,6,6,6,5,7,5,6,4,4,0,5,5,4,3,4,3,2,7,5,4,2,2,3,4,5,1,6,5,6,4,5,4,4,4,4,3,2,4,2,6,4,5,3,5,6,6,7,-9999,1,0.1569901074294,12.7752253832733
5,3,5,4,7,6,7,6,6,4,6,3,7,6,4,5,7,7,-9999,4,7,7,7,-9999,5,6,5,2,7,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,7,7,7,4,6,6,4,4,5,6,5,1,6,7,4,1,4,4,1,1,5,24,0,-0.0591701282888672,11.4513840480255
6,3,6,4,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,4,5,5,5,5,5,4,4,4,5,3,5,5,5,5,4,5,4,6,5,4,5,4,4,5,5,6,6,7,6,5,4,6,5,6,6,4,39,1,0.15689678734553,10.4695226922737
6,4,3,2,2,4,3,2,4,6,7,7,6,2,6,7,7,4,7,1,1,2,1,1,6,3,6,3,2,6,7,6,1,1,1,5,5,2,7,5,7,4,6,6,4,4,5,2,6,2,1,5,6,2,6,4,7,2,3,30,1,0.113976259478309,9.34755123703194
5,5,5,5,6,5,5,6,5,6,7,6,6,7,5,6,7,2,6,3,3,5,3,5,5,5,5,4,2,5,5,5,4,4,4,5,6,6,5,6,6,5,5,5,4,5,6,5,5,6,5,6,6,5,6,4,3,4,6,19,1,-9999,-9999
4,5,3,2,3,2,2,2,2,6,7,6,5,3,4,6,4,6,6,-9999,2,2,2,2,2,7,7,1,7,6,6,6,2,6,-9999,-9999,-9999,4,7,7,5,5,5,7,2,4,4,-9999,-9999,-9999,-9999,-9999,2,2,6,3,1,6,5,28,0,0.114040746069251,10.6741488619917
5,5,6,5,5,5,5,5,5,5,7,6,7,6,6,7,7,7,6,4,4,4,4,4,4,4,4,4,4,6,5,4,4,4,4,5,4,4,4,4,7,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,8,30,1,0.507069688459417,13.6136632483409
6,3,6,4,6,6,6,5,5,6,6,6,4,5,5,5,6,3,3,6,3,4,7,6,-9999,7,5,4,7,7,4,6,3,7,6,4,4,6,6,4,6,4,4,5,4,4,6,3,-9999,-9999,-9999,-9999,4,6,3,4,3,6,7,30,1,0.220897264873668,11.9390686340641
3,6,5,6,6,4,6,5,5,5,6,6,6,6,6,4,4,6,6,2,2,2,1,6,2,3,3,3,1,3,-9999,2,4,4,-9999,-9999,-9999,4,5,5,5,4,4,4,4,5,6,5,-9999,-9999,5,4,6,5,4,4,1,4,7,29,0,0.0262312686953549,14.0183998087933
3,4,5,3,4,2,2,4,3,4,3,5,3,3,3,4,2,4,4,2,3,2,1,4,5,4,4,4,1,5,4,3,3,5,3,-9999,-9999,4,5,4,5,4,6,4,3,3,5,3,2,3,2,5,5,5,4,3,4,6,3,7,1,-0.028399764160207,9.21356848932761
7,5,5,5,6,6,6,7,5,6,5,6,5,7,6,5,5,6,6,6,6,2,6,6,6,6,5,5,4,6,6,5,-9999,6,6,-9999,6,3,6,4,5,5,6,5,7,6,6,7,5,5,5,6,6,6,6,5,6,5,5,31,1,0.124965340747575,10.7504046261475
7,6,6,-9999,7,6,6,6,6,7,3,6,5,7,6,1,4,6,6,5,5,1,2,2,4,4,4,1,5,7,7,6,3,6,6,-9999,-9999,3,7,4,7,7,6,7,7,2,5,6,-9999,6,1,-9999,4,1,6,3,2,4,3,29,0,0.207828357565101,8.59506122851455
7,7,6,-9999,-9999,-9999,-9999,7,6,7,7,7,7,4,7,7,7,7,7,5,5,4,-9999,6,-9999,4,4,1,4,7,7,4,3,4,7,6,7,3,5,4,7,7,7,6,7,5,6,6,7,7,6,7,7,5,5,5,5,5,2,41,1,-9999,-9999
5,5,6,4,5,6,5,5,6,5,5,6,5,4,6,6,6,4,5,4,4,4,4,4,6,4,4,4,4,6,6,5,3,6,-9999,-9999,-9999,4,6,6,5,5,6,5,5,5,6,6,5,4,1,5,6,6,5,2,-9999,5,4,29,1,0.0657995992493138,9.04967854053327
4,2,6,1,2,4,3,2,5,2,1,2,2,1,4,4,5,5,6,3,6,6,5,6,4,1,5,5,7,6,5,5,3,4,4,4,3,4,5,5,4,5,6,5,5,3,3,3,3,3,1,4,4,4,5,6,3,3,6,51,1,-9999,-9999
4,2,4,2,2,2,4,7,5,-9999,4,4,4,5,5,4,4,5,5,4,4,4,4,4,5,5,3,3,3,4,4,4,4,4,4,2,4,2,5,5,4,4,4,4,6,6,6,6,6,2,6,6,7,2,4,6,6,4,4,29,1,0.110145801520669,9.41610172439263
5,2,2,7,6,6,4,4,4,5,6,2,6,3,3,6,3,2,5,7,-9999,-9999,-9999,7,3,4,2,2,2,6,5,5,3,6,4,-9999,5,4,6,5,6,3,5,5,6,4,6,2,7,4,2,5,6,1,6,1,2,2,4,28,0,-9999,-9999
5,5,5,5,4,5,5,5,5,3,3,4,4,6,5,4,4,4,4,5,5,3,3,3,4,5,4,4,4,5,5,5,5,4,4,5,4,3,3,3,5,5,5,5,4,4,4,4,4,3,3,5,4,3,3,3,2,3,3,28,0,0.000488151599077228,8.60393953328716
6,5,6,4,6,5,2,6,5,5,4,5,5,5,5,5,4,6,6,6,7,5,2,5,6,4,4,6,2,7,6,7,6,6,4,5,5,2,5,4,6,5,6,5,6,6,7,7,7,6,5,6,7,5,5,4,5,5,3,27,1,0.000488151599077228,8.60393953328716
6,6,6,2,5,5,2,6,5,6,4,6,2,2,2,7,5,4,5,1,1,1,1,1,1,3,2,1,1,6,4,4,2,2,2,6,6,1,2,1,6,1,1,1,6,3,3,7,5,2,2,6,3,4,6,5,2,5,1,28,1,-0.694833495466666,6.09379547820544
5,6,5,2,2,2,3,5,3,6,5,6,4,4,4,5,5,4,6,4,3,2,3,3,6,3,3,3,3,3,3,2,4,4,5,3,3,4,4,5,6,6,5,5,5,3,4,3,5,5,3,3,3,2,2,3,2,3,5,36,0,-0.0116228020998885,10.3484201382205
7,7,7,7,7,7,7,5,7,7,4,7,2,2,2,6,4,5,7,1,1,1,1,1,-9999,1,1,1,1,7,7,7,1,1,1,7,7,1,5,1,7,6,6,4,1,1,3,1,7,7,7,7,2,1,1,7,1,1,2,27,0,-9999,-9999
6,3,6,3,7,6,5,5,3,5,6,4,3,3,3,4,2,4,4,6,6,3,2,5,7,3,6,5,2,6,5,5,4,4,3,4,6,6,4,5,6,6,6,7,6,4,3,3,6,6,2,3,6,5,6,4,3,6,5,27,1,-0.089613509826955,10.7706972779503
7,5,6,6,6,4,6,6,7,7,5,6,6,5,7,6,6,7,7,7,7,5,2,6,7,5,5,5,5,7,7,6,6,7,5,7,6,6,6,5,5,6,5,6,6,6,6,5,6,6,3,6,6,4,6,6,7,6,5,26,1,-9999,-9999
5,4,4,-9999,-9999,6,1,-9999,4,4,6,5,5,6,6,5,5,5,3,-9999,-9999,1,7,7,-9999,5,3,3,5,7,7,7,6,4,4,-9999,-9999,7,6,6,6,6,7,7,1,-9999,-9999,-9999,-9999,-9999,7,-9999,3,7,6,2,2,-9999,9,52,0,0.0500821396059344,16.2838000374963
6,5,5,4,6,5,4,5,5,6,4,5,5,6,6,5,5,5,4,-9999,4,-9999,7,7,4,6,2,3,7,6,6,6,5,5,5,4,4,6,6,6,4,4,6,6,4,4,5,5,6,6,6,6,5,4,3,4,4,5,9,52,1,0.0500821396059344,16.2838000374963
5,6,6,7,6,6,4,5,5,5,2,5,6,6,6,6,5,6,4,-9999,-9999,-9999,4,4,5,4,1,1,4,6,5,6,5,5,4,4,4,4,4,5,5,5,5,5,7,5,7,5,5,5,4,6,5,2,6,5,3,1,5,31,0,-0.0155511789262174,10.3494962164041
6,2,6,2,3,3,1,6,5,3,1,6,2,2,2,3,2,2,4,-9999,4,4,1,1,3,5,3,3,1,7,4,4,-9999,6,-9999,-9999,-9999,1,5,2,5,4,5,5,6,6,6,-9999,-9999,-9999,-9999,-9999,3,4,6,5,1,3,6,26,0,0.0468514003129311,10.798256339935
4,3,5,4,3,4,3,4,3,4,3,3,3,3,3,3,3,4,4,-9999,-9999,-9999,-9999,-9999,-9999,3,3,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2,4,4,4,4,3,3,4,4,4,4,3,3,1,3,-9999,6,6,6,2,2,5,27,1,0.0553712347616914,9.49026493258887
7,6,7,6,7,7,6,6,6,5,2,5,5,2,2,2,6,5,4,5,5,-9999,6,6,5,6,6,3,6,6,5,6,5,7,-9999,-9999,-9999,1,7,4,7,4,5,6,2,2,6,6,6,2,2,3,5,2,5,2,5,2,7,30,0,0.1395380560636,12.2155218607469
5,4,4,5,5,2,5,5,3,7,4,6,5,7,7,5,5,5,6,3,5,4,3,5,4,4,5,6,5,6,4,6,7,5,4,5,6,4,5,4,6,6,6,7,7,5,6,6,5,5,5,5,5,5,2,2,3,2,3,25,0,0.0283214278970627,8.07383928276526
6,5,5,5,5,5,4,5,5,6,5,5,6,5,5,6,5,5,4,5,5,6,4,6,6,4,5,5,4,4,4,4,4,4,5,4,5,4,4,5,3,5,5,5,5,5,5,5,4,5,4,4,6,6,4,3,2,5,6,26,1,0.212530483310877,15.1692706735985
5,5,3,2,2,2,4,3,4,5,7,4,4,2,4,1,1,2,3,4,4,4,4,5,5,2,2,1,1,4,2,3,4,4,5,4,3,2,4,3,5,4,2,2,2,4,5,2,2,4,2,3,2,4,5,6,1,3,4,51,0,0.00302486090335911,9.55188543431811
7,3,7,3,6,5,4,6,6,6,4,6,5,6,5,6,5,6,5,6,6,5,7,7,7,2,4,4,3,5,6,6,7,5,5,6,6,5,6,6,6,6,5,5,6,4,6,5,2,2,2,3,5,6,2,6,4,2,5,26,1,0.0299689556725632,10.1214617658153
5,4,6,3,3,5,5,5,5,6,5,5,4,5,5,4,4,4,5,5,5,4,2,2,4,4,5,4,4,3,5,5,5,3,6,5,5,6,5,5,4,4,5,5,5,5,5,5,6,5,6,5,2,2,2,3,2,3,4,52,0,0.00027524329698174,11.5841917502925
5,5,5,4,6,6,3,6,5,6,5,6,4,5,5,6,6,6,6,-9999,-9999,-9999,5,5,5,4,4,4,4,5,5,5,4,5,-9999,-9999,-9999,4,6,5,6,5,5,5,4,-9999,5,5,-9999,-9999,5,-9999,5,3,5,3,3,3,4,4,0,-0.948838549351504,11.5587502844668
6,4,7,6,6,5,7,7,7,5,4,6,4,6,5,5,5,7,5,3,6,4,-9999,-9999,7,5,3,3,4,7,7,7,6,6,4,7,6,3,7,6,5,6,7,7,4,4,6,6,6,6,2,6,6,6,6,4,4,6,2,25,1,-9999,-9999
5,6,6,6,6,6,4,6,5,5,7,6,4,7,7,5,5,4,5,5,4,3,3,3,4,6,4,4,6,4,5,4,4,5,4,-9999,-9999,4,6,4,6,5,4,4,4,4,5,6,5,5,6,5,6,6,6,5,4,5,5,24,1,0.148558819357174,9.58625994442147
6,4,6,6,6,6,4,6,7,5,3,5,4,4,5,5,5,5,7,7,5,3,5,7,6,6,5,3,5,7,7,6,3,4,4,-9999,-9999,2,5,4,7,6,7,5,7,7,7,4,7,2,7,7,4,3,6,3,3,2,4,25,0,0.143320645033842,9.67224882350756
6,5,4,6,4,6,4,6,5,6,7,2,4,6,5,4,5,5,5,7,6,5,4,5,4,7,7,5,4,6,6,6,5,5,6,6,6,4,6,6,3,5,4,6,6,6,6,6,6,6,6,5,7,4,7,6,3,2,9,24,1,-9999,-9999
7,4,4,5,4,5,6,4,4,5,5,5,4,4,4,4,3,4,3,2,2,4,4,4,7,3,3,3,4,7,7,5,2,6,4,5,5,4,6,4,6,4,6,4,6,7,7,3,6,5,4,6,4,7,7,6,2,3,6,36,1,0.0698647346768328,11.5408162101111
5,4,3,4,6,4,6,6,5,5,5,5,4,4,4,4,3,4,3,3,3,3,3,3,5,3,3,3,4,6,7,5,3,4,5,6,5,4,6,4,6,4,6,4,6,7,7,6,6,4,4,6,4,6,7,4,3,4,6,36,1,0.0698647346768328,11.5408162101111
7,7,4,4,7,6,4,1,5,6,4,4,4,6,6,5,5,5,6,6,6,-9999,7,7,-9999,4,3,2,4,7,7,6,3,6,6,-9999,-9999,4,5,4,5,4,5,4,7,6,7,6,6,-9999,4,6,2,2,-9999,2,2,5,3,23,0,0.0644295423202608,10.3176051199234
6,2,2,4,5,4,3,3,4,6,2,3,6,6,5,6,5,6,5,-9999,5,4,5,5,5,6,7,7,5,5,5,5,2,6,5,6,6,3,4,5,5,5,5,4,5,4,5,5,6,3,5,6,5,2,2,2,2,2,5,23,0,0.118898038437642,9.07648892814074
4,5,5,3,3,6,3,6,5,5,6,6,5,6,4,7,5,7,-9999,6,6,3,7,7,4,7,7,7,7,6,6,6,5,6,5,3,3,4,4,4,7,7,7,7,6,5,6,5,5,2,6,6,6,2,2,5,1,3,6,45,0,0.186262337741664,12.8710176057751
5,4,7,2,4,3,4,6,4,4,1,6,1,4,2,1,1,6,5,1,4,-9999,4,4,7,2,1,1,1,6,5,4,2,7,3,7,6,2,6,2,4,4,3,4,4,4,6,5,5,2,5,3,5,4,6,6,5,7,2,21,1,-0.291470434026739,8.78842570873694
5,6,2,2,2,2,1,4,3,3,6,5,4,4,4,2,3,3,3,5,-9999,1,7,7,-9999,3,5,5,7,6,6,-9999,-9999,-9999,-9999,-9999,-9999,2,5,5,6,3,6,5,7,3,6,2,6,1,1,3,6,4,7,7,1,4,3,25,1,0.0979635504108751,8.83574873553347
6,7,7,7,7,5,5,7,6,7,7,7,5,7,7,7,6,6,6,1,5,3,1,2,4,4,4,4,4,7,7,6,4,3,5,7,7,4,4,4,7,7,7,5,6,5,6,7,7,1,2,7,7,7,5,4,5,2,3,15,1,-9999,-9999
5,4,6,2,5,2,3,5,3,5,3,6,6,4,6,5,3,7,5,2,2,2,2,2,5,5,3,3,5,5,3,4,5,5,7,4,5,3,6,6,7,5,2,7,7,5,6,5,7,3,7,5,5,4,3,3,6,2,3,22,0,0.0452324879562698,7.77056084238264
5,6,5,4,5,5,5,5,4,4,5,5,5,-9999,5,5,6,5,5,-9999,5,5,6,6,-9999,4,4,4,6,5,5,5,5,5,5,5,5,5,6,6,5,6,6,6,5,5,5,3,2,2,4,6,6,6,6,-9999,2,1,5,12,1,0.113681049144287,10.6702893882314
6,1,6,4,6,1,1,5,6,4,2,4,3,4,3,6,5,6,4,1,4,4,2,5,7,2,4,4,2,5,5,5,5,7,3,7,7,4,4,4,6,6,4,4,7,1,7,4,7,1,4,6,3,3,5,3,2,5,3,22,0,0.00634204021048125,8.16678428905615
5,6,6,4,4,2,4,3,5,5,4,5,5,3,3,2,4,3,5,4,4,4,4,4,5,5,4,4,4,6,6,6,4,4,6,4,5,1,5,5,6,4,6,6,6,6,5,2,2,2,2,6,3,1,2,2,1,4,4,22,0,0.10757126338079,9.98204454169167
3,3,6,6,6,4,3,6,3,3,3,4,2,3,3,3,2,2,3,-9999,5,5,5,6,5,3,3,3,4,6,6,6,3,6,4,5,-9999,3,3,3,3,3,3,4,2,2,4,5,5,4,2,2,6,4,5,3,2,5,5,7,1,-0.0403323394762295,11.3173058800323
4,1,6,4,4,5,4,6,5,4,4,4,4,4,4,4,6,5,4,3,3,4,4,4,5,4,4,4,4,5,6,7,5,5,3,5,4,5,4,4,6,6,6,5,4,5,4,5,5,5,5,5,6,7,7,7,5,4,3,23,1,0.0327398274646892,9.65530820475069
3,1,3,1,1,1,4,1,1,4,5,4,5,3,1,2,3,4,4,5,5,1,6,6,6,4,4,1,5,7,6,6,3,2,5,4,4,4,5,5,5,4,5,2,4,3,3,2,2,4,1,6,2,1,1,1,1,1,6,52,0,0.0787282364758342,11.80500535284
